------- test 1 [length 80 bytes] ----
7
-15 0 5 10
-36 -38 -35 -37
-36 -36 -35 -35
-36 -34 -35 -33
-36 -32 -35 -31
-36 -30 -35 -29
-36 -28 -35 -27
-36 -26 -35 -25
-36 -24 -35 -23
-36 -22 -35 -21
-36 -20 -35 -19
-36 -18 -35 -17
-36 -16 -35 -15
-36 -14 -35 -13
-36 -12 -35 -11
-36 -10 -35 -9
-36 -8 -35 -7
-36 -6 -35 -5
-36 -4 -35 -3
-36 -2 -35 -1
-36 0 -35 1
-36 2 -35 3
-36 4 -35 5
-36 6 -35 7
-36 8 -35 9
-36 10 -35 11
-36 12 -35 13
-36 14 -35 15
-36 16 -35 17
-36 18 -35 19
-36 20 -35 21
-36 22 -35 23
-36 24 -35 25
-36 26 -35 27
-36 28 -35 29
-36 30 -35 31
-36 32 -35 33
-36 34 -35 35
-36 36 -35 37
-36 38 -35 39
-36 40 -35 41
-36 42 -35 43
-36 44 -35 45
-36 46 -35 47
-36 48 -35 49
-36 50 -35 51
-36 52 -35 53
-36 54 -35 55
-36 56 -35 57
-36 58 -35 59
-36 60 -35 61
-36 62 -35 63
-36 64 -35 65
-36 66 -35 67
-36 68 -35 69
-34 -70 -33 -69
-34 -68 -33 -67
-34 -66 -33 -65
-34 -64 -33 -63
-34 -62 -33 -61
-34 -60 -33 -59
-34 -58 -33 -57
-34 -56 -33 -55
-34 -54 -33 -53
-34 -52 -33 -51
-34 -50 -33 -49
-34 -48 -33 -47
-34 -46 -33 -45
-34 -44 -33 -43
-34 -42 -33 -41
-34 -40 -33 -39
-34 -38 -33 -37
-34 -36 -33 -35
-34 -34 -33 -33
-34 -32 -33 -31
-34 -30 -33 -29
-34 -28 -33 -27
-34 -26 -33 -25
-34 -24 -33 -23
-34 -22 -33 -21
-34 -20 -33 -19
-34 -18 -33 -17
-34 -16 -33 -15
-34 -14 -33 -13
-34 -12 -33 -11
-34 -10 -33 -9
-34 -8 -33 -7
-34 -6 -33 -5
-34 -4 -33 -3
-34 -2 -33 -1
-34 0 -33 1
-34 2 -33 3
-34 4 -33 5
-34 6 -33 7
-34 8 -33 9
-34 10 -33 11
-34 12 -33 13
-34 14 -33 15
-34 16 -33 17
-34 18 -33 19
-34 20 -33 21
-34 22 -33 23
-34 24 -33 25
-34 26 -33 27
-34 28 -33 29
-34 30 -33 31
-34 32 -33 33
-34 34 -33 35
-34 36 -33 37
-34 38 -33 39
-34 40 -33 41
-34 42 -33 43
-34 44 -33 45
-34 46 -33 47
-34 48 -33 49
-34 50 -33 51
-34 52 -33 53
-34 54 -33 55
-34 56 -33 57
-34 58 -33 59
-34 60 -33 61
-34 62 -33 63
-34 64 -33 65
-34 66 -33 67
-34 68 -33 69
-32 -70 -31 -69
-32 -68 -31 -67
-32 -66 -31 -65
-32 -64 -31 -63
-32 -62 -31 -61
-32 -60 -31 -59
-32 -58 -31 -57
-32 -56 -31 -55
-32 -54 -31 -53
-32 -52 -31 -51
-32 -50 -31 -49
-32 -48 -31 -47
-32 -46 -31 -45
-32 -44 -31 -43
-32 -42 -31 -41
-32 -40 -31 -39
-32 -38 -31 -37
-32 -36 -31 -35
-32 -34 -31 -33
-32 -32 -31 -31
-32 -30 -31 -29
-32 -28 -31 -27
-32 -26 -31 -25
-32 -24 -31 -23
-32 -22 -31 -21
-32 -20 -31 -19
-32 -18 -31 -17
-32 -16 -31 -15
-32 -14 -31 -13
-32 -12 -31 -11
-32 -10 -31 -9
-32 -8 -31 -7
-32 -6 -31 -5
-32 -4 -31 -3
-32 -2 -31 -1
-32 0 -31 1
-32 2 -31 3
-32 4 -31 5
-32 6 -31 7
-32 8 -31 9
-32 10 -31 11
-32 12 -31 13
-32 14 -31 15
-32 16 -31 17
-32 18 -31 19
-32 20 -31 21
-32 22 -31 23
-32 24 -31 25
-32 26 -31 27
-32 28 -31 29
-32 30 -31 31
-32 32 -31 33
-32 34 -31 35
-32 36 -31 37
-32 38 -31 39
-32 40 -31 41
-32 42 -31 43
-32 44 -31 45
-32 46 -31 47
-32 48 -31 49
-32 50 -31 51
-32 52 -31 53
-32 54 -31 55
-32 56 -31 57
-32 58 -31 59
-32 60 -31 61
-32 62 -31 63
-32 64 -31 65
-32 66 -31 67
-32 68 -31 69
-30 -70 -29 -69
-30 -68 -29 -67
-30 -66 -29 -65
-30 -64 -29 -63
-30 -62 -29 -61
-30 -60 -29 -59
-30 -58 -29 -57
-30 -56 -29 -55
-30 -54 -29 -53
-30 -52 -29 -51
-30 -50 -29 -49
-30 -48 -29 -47
-30 -46 -29 -45
-30 -44 -29 -43
-30 -42 -29 -41
-30 -40 -29 -39
-30 -38 -29 -37
-30 -36 -29 -35
-30 -34 -29 -33
-30 -32 -29 -31
-30 -30 -29 -29
-30 -28 -29 -27
-30 -26 -29 -25
-30 -24 -29 -23
-30 -22 -29 -21
-30 -20 -29 -19
-30 -18 -29 -17
-30 -16 -29 -15
-30 -14 -29 -13
-30 -12 -29 -11
-30 -10 -29 -9
-30 -8 -29 -7
-30 -6 -29 -5
-30 -4 -29 -3
-30 -2 -29 -1
-30 0 -29 1
-30 2 -29 3
-30 4 -29 5
-30 6 -29 7
-30 8 -29 9
-30 10 -29 11
-30 12 -29 13
-30 14 -29 15
-30 16 -29 17
-30 18 -29 19
-30 20 -29 21
-30 22 -29 23
-30 24 -29 25
-30 26 -29 27
-30 28 -29 29
-30 30 -29 31
-30 32 -29 33
-30 34 -29 35
-30 36 -29 37
-30 38 -29 39
-30 40 -29 41
-30 42 -29 43
-30 44 -29 45
-30 46 -29 47
-30 48 -29 49
-30 50 -29 51
-30 52 -29 53
-30 54 -29 55
-30 56 -29 57
-30 58 -29 59
-30 60 -29 61
-30 62 -29 63
-30 64 -29 65
-30 66 -29 67
-30 68 -29 69
-28 -70 -27 -69
-28 -68 -27 -67
-28 -66 -27 -65
-28 -64 -27 -63
-28 -62 -27 -61
-28 -60 -27 -59
-28 -58 -27 -57
-28 -56 -27 -55
-28 -54 -27 -53
-28 -52 -27 -51
-28 -50 -27 -49
-28 -48 -27 -47
-28 -46 -27 -45
-28 -44 -27 -43
-28 -42 -27 -41
-28 -40 -27 -39
-28 -38 -27 -37
-28 -36 -27 -35
-28 -34 -27 -33
-28 -32 -27 -31
-28 -30 -27 -29
-28 -28 -27 -27
-28 -26 -27 -25
-28 -24 -27 -23
-28 -22 -27 -21
-28 -20 -27 -19
-28 -18 -27 -17
-28 -16 -27 -15
-28 -14 -27 -13
-28 -12 -27 -11
-28 -10 -27 -9
-28 -8 -27 -7
-28 -6 -27 -5
-28 -4 -27 -3
-28 -2 -27 -1
-28 0 -27 1
-28 2 -27 3
-28 4 -27 5
-28 6 -27 7
-28 8 -27 9
-28 10 -27 11
-28 12 -27 13
-28 14 -27 15
-28 16 -27 17
-28 18 -27 19
-28 20 -27 21
-28 22 -27 23
-28 24 -27 25
-28 26 -27 27
-28 28 -27 29
-28 30 -27 31
-28 32 -27 33
-28 34 -27 35
-28 36 -27 37
-28 38 -27 39
-28 40 -27 41
-28 42 -27 43
-28 44 -27 45
-28 46 -27 47
-28 48 -27 49
-28 50 -27 51
-28 52 -27 53
-28 54 -27 55
-28 56 -27 57
-28 58 -27 59
-28 60 -27 61
-28 62 -27 63
-28 64 -27 65
-28 66 -27 67
-28 68 -27 69
-26 -70 -25 -69
-26 -68 -25 -67
-26 -66 -25 -65
-26 -64 -25 -63
-26 -62 -25 -61
-26 -60 -25 -59
-26 -58 -25 -57
-26 -56 -25 -55
-26 -54 -25 -53
-26 -52 -25 -51
-26 -50 -25 -49
-26 -48 -25 -47
-26 -46 -25 -45
-26 -44 -25 -43
-26 -42 -25 -41
-26 -40 -25 -39
-26 -38 -25 -37
-26 -36 -25 -35
-26 -34 -25 -33
-26 -32 -25 -31
-26 -30 -25 -29
-26 -28 -25 -27
-26 -26 -25 -25
-26 -24 -25 -23
-26 -22 -25 -21
-26 -20 -25 -19
-26 -18 -25 -17
-26 -16 -25 -15
-26 -14 -25 -13
-26 -12 -25 -11
-26 -10 -25 -9
-26 -8 -25 -7
-26 -6 -25 -5
-26 -4 -25 -3
-26 -2 -25 -1
-26 0 -25 1
-26 2 -25 3
-26 4 -25 5
-26 6 -25 7
-26 8 -25 9
-26 10 -25 11
-26 12 -25 13
-26 14 -25 15
-26 16 -25 17
-26 18 -25 19
-26 20 -25 21
-26 22 -25 23
-26 24 -25 25
-26 26 -25 27
-26 28 -25 29
-26 30 -25 31
-26 32 -25 33
-26 34 -25 35
-26 36 -25 37
-26 38 -25 39
-26 40 -25 41
-26 42 -25 43
-26 44 -25 45
-26 46 -25 47
-26 48 -25 49
-26 50 -25 51
-26 52 -25 53
-26 54 -25 55
-26 56 -25 57
-26 58 -25 59
-26 60 -25 61
-26 62 -25 63
-26 64 -25 65
-26 66 -25 67
-26 68 -25 69
-24 -70 -23 -69
-24 -68 -23 -67
-24 -66 -23 -65
-24 -64 -23 -63
-24 -62 -23 -61
-24 -60 -23 -59
-24 -58 -23 -57
-24 -56 -23 -55
-24 -54 -23 -53
-24 -52 -23 -51
-24 -50 -23 -49
-24 -48 -23 -47
-24 -46 -23 -45
-24 -44 -23 -43
-24 -42 -23 -41
-24 -40 -23 -39
-24 -38 -23 -37
-24 -36 -23 -35
-24 -34 -23 -33
-24 -32 -23 -31
-24 -30 -23 -29
-24 -28 -23 -27
-24 -26 -23 -25
-24 -24 -23 -23
-24 -22 -23 -21
-24 -20 -23 -19
-24 -18 -23 -17
-24 -16 -23 -15
-24 -14 -23 -13
-24 -12 -23 -11
-24 -10 -23 -9
-24 -8 -23 -7
-24 -6 -23 -5
-24 -4 -23 -3
-24 -2 -23 -1
-24 0 -23 1
-24 2 -23 3
-24 4 -23 5
-24 6 -23 7
-24 8 -23 9
-24 10 -23 11
-24 12 -23 13
-24 14 -23 15
-24 16 -23 17
-24 18 -23 19
-24 20 -23 21
-24 22 -23 23
-24 24 -23 25
-24 26 -23 27
-24 28 -23 29
-24 30 -23 31
-24 32 -23 33
-24 34 -23 35
-24 36 -23 37
-24 38 -23 39
-24 40 -23 41
-24 42 -23 43
-24 44 -23 45
-24 46 -23 47
-24 48 -23 49
-24 50 -23 51
-24 52 -23 53
-24 54 -23 55
-24 56 -23 57
-24 58 -23 59
-24 60 -23 61
-24 62 -23 63
-24 64 -23 65
-24 66 -23 67
-24 68 -23 69
-22 -70 -21 -69
-22 -68 -21 -67
-22 -66 -21 -65
-22 -64 -21 -63
-22 -62 -21 -61
-22 -60 -21 -59
-22 -58 -21 -57
-22 -56 -21 -55
-22 -54 -21 -53
-22 -52 -21 -51
-22 -50 -21 -49
-22 -48 -21 -47
-22 -46 -21 -45
-22 -44 -21 -43
-22 -42 -21 -41
-22 -40 -21 -39
-22 -38 -21 -37
-22 -36 -21 -35
-22 -34 -21 -33
-22 -32 -21 -31
-22 -30 -21 -29
-22 -28 -21 -27
-22 -26 -21 -25
-22 -24 -21 -23
-22 -22 -21 -21
-22 -20 -21 -19
-22 -18 -21 -17
-22 -16 -21 -15
-22 -14 -21 -13
-22 -12 -21 -11
-22 -10 -21 -9
-22 -8 -21 -7
-22 -6 -21 -5
-22 -4 -21 -3
-22 -2 -21 -1
-22 0 -21 1
-22 2 -21 3
-22 4 -21 5
-22 6 -21 7
-22 8 -21 9
-22 10 -21 11
-22 12 -21 13
-22 14 -21 15
-22 16 -21 17
-22 18 -21 19
-22 20 -21 21
-22 22 -21 23
-22 24 -21 25
-22 26 -21 27
-22 28 -21 29
-22 30 -21 31
-22 32 -21 33
-22 34 -21 35
-22 36 -21 37
-22 38 -21 39
-22 40 -21 41
-22 42 -21 43
-22 44 -21 45
-22 46 -21 47
-22 48 -21 49
-22 50 -21 51
-22 52 -21 53
-22 54 -21 55
-22 56 -21 57
-22 58 -21 59
-22 60 -21 61
-22 62 -21 63
-22 64 -21 65
-22 66 -21 67
-22 68 -21 69
-20 -70 -19 -69
-20 -68 -19 -67
-20 -66 -19 -65
-20 -64 -19 -63
-20 -62 -19 -61
-20 -60 -19 -59
-20 -58 -19 -57
-20 -56 -19 -55
-20 -54 -19 -53
-20 -52 -19 -51
-20 -50 -19 -49
-20 -48 -19 -47
-20 -46 -19 -45
-20 -44 -19 -43
-20 -42 -19 -41
-20 -40 -19 -39
-20 -38 -19 -37
-20 -36 -19 -35
-20 -34 -19 -33
-20 -32 -19 -31
-20 -30 -19 -29
-20 -28 -19 -27
-20 -26 -19 -25
-20 -24 -19 -23
-20 -22 -19 -21
-20 -20 -19 -19
-20 -18 -19 -17
-20 -16 -19 -15
-20 -14 -19 -13
-20 -12 -19 -11
-20 -10 -19 -9
-20 -8 -19 -7
-20 -6 -19 -5
-20 -4 -19 -3
-20 -2 -19 -1
-20 0 -19 1
-20 2 -19 3
-20 4 -19 5
-20 6 -19 7
-20 8 -19 9
-20 10 -19 11
-20 12 -19 13
-20 14 -19 15
-20 16 -19 17
-20 18 -19 19
-20 20 -19 21
-20 22 -19 23
-20 24 -19 25
-20 26 -19 27
-20 28 -19 29
-20 30 -19 31
-20 32 -19 33
-20 34 -19 35
-20 36 -19 37
-20 38 -19 39
-20 40 -19 41
-20 42 -19 43
-20 44 -19 45
-20 46 -19 47
-20 48 -19 49
-20 50 -19 51
-20 52 -19 53
-20 54 -19 55
-20 56 -19 57
-20 58 -19 59
-20 60 -19 61
-20 62 -19 63
-20 64 -19 65
-20 66 -19 67
-20 68 -19 69
-18 -70 -17 -69
-18 -68 -17 -67
-18 -66 -17 -65
-18 -64 -17 -63
-18 -62 -17 -61
-18 -60 -17 -59
-18 -58 -17 -57
-18 -56 -17 -55
-18 -54 -17 -53
-18 -52 -17 -51
-18 -50 -17 -49
-18 -48 -17 -47
-18 -46 -17 -45
-18 -44 -17 -43
-18 -42 -17 -41
-18 -40 -17 -39
-18 -38 -17 -37
-18 -36 -17 -35
-18 -34 -17 -33
-18 -32 -17 -31
-18 -30 -17 -29
-18 -28 -17 -27
-18 -26 -17 -25
-18 -24 -17 -23
-18 -22 -17 -21
-18 -20 -17 -19
-18 -18 -17 -17
-18 -16 -17 -15
-18 -14 -17 -13
-18 -12 -17 -11
-18 -10 -17 -9
-18 -8 -17 -7
-18 -6 -17 -5
-18 -4 -17 -3
-18 -2 -17 -1
-18 0 -17 1
-18 2 -17 3
-18 4 -17 5
-18 6 -17 7
-18 8 -17 9
-18 10 -17 11
-18 12 -17 13
-18 14 -17 15
-18 16 -17 17
-18 18 -17 19
-18 20 -17 21
-18 22 -17 23
-18 24 -17 25
-18 26 -17 27
-18 28 -17 29
-18 30 -17 31
-18 32 -17 33
-18 34 -17 35
-18 36 -17 37
-18 38 -17 39
-18 40 -17 41
-18 42 -17 43
-18 44 -17 45
-18 46 -17 47
-18 48 -17 49
-18 50 -17 51
-18 52 -17 53
-18 54 -17 55
-18 56 -17 57
-18 58 -17 59
-18 60 -17 61
-18 62 -17 63
-18 64 -17 65
-18 66 -17 67
-18 68 -17 69
-16 -70 -15 -69
-16 -68 -15 -67
-16 -66 -15 -65
-16 -64 -15 -63
-16 -62 -15 -61
-16 -60 -15 -59
-16 -58 -15 -57
-16 -56 -15 -55
-16 -54 -15 -53
-16 -52 -15 -51
-16 -50 -15 -49
-16 -48 -15 -47
-16 -46 -15 -45
-16 -44 -15 -43
-16 -42 -15 -41
-16 -40 -15 -39
-16 -38 -15 -37
-16 -36 -15 -35
-16 -34 -15 -33
-16 -32 -15 -31
-16 -30 -15 -29
-16 -28 -15 -27
-16 -26 -15 -25
-16 -24 -15 -23
-16 -22 -15 -21
-16 -20 -15 -19
-16 -18 -15 -17
-16 -16 -15 -15
-16 -14 -15 -13
-16 -12 -15 -11
-16 -10 -15 -9
-16 -8 -15 -7
-16 -6 -15 -5
-16 -4 -15 -3
-16 -2 -15 -1
-16 0 -15 1
-16 2 -15 3
-16 4 -15 5
-16 6 -15 7
-16 8 -15 9
-16 10 -15 11
-16 12 -15 13
-16 14 -15 15
-16 16 -15 17
-16 18 -15 19
-16 20 -15 21
-16 22 -15 23
-16 24 -15 25
-16 26 -15 27
-16 28 -15 29
-16 30 -15 31
-16 32 -15 33
-16 34 -15 35
-16 36 -15 37
-16 38 -15 39
-16 40 -15 41
-16 42 -15 43
-16 44 -15 45
-16 46 -15 47
-16 48 -15 49
-16 50 -15 51
-16 52 -15 53
-16 54 -15 55
-16 56 -15 57
-16 58 -15 59
-16 60 -15 61
-16 62 -15 63
-16 64 -15 65
-16 66 -15 67
-16 68 -15 69
-14 -70 -13 -69
-14 -68 -13 -67
-14 -66 -13 -65
-14 -64 -13 -63
-14 -62 -13 -61
-14 -60 -13 -59
-14 -58 -13 -57
-14 -56 -13 -55
-14 -54 -13 -53
-14 -52 -13 -51
-14 -50 -13 -49
-14 -48 -13 -47
-14 -46 -13 -45
-14 -44 -13 -43
-14 -42 -13 -41
-14 -40 -13 -39
-14 -38 -13 -37
-14 -36 -13 -35
-14 -34 -13 -33
-14 -32 -13 -31
-14 -30 -13 -29
-14 -28 -13 -27
-14 -26 -13 -25
-14 -24 -13 -23
-14 -22 -13 -21
-14 -20 -13 -19
-14 -18 -13 -17
-14 -16 -13 -15
-14 -14 -13 -13
-14 -12 -13 -11
-14 -10 -13 -9
-14 -8 -13 -7
-14 -6 -13 -5
-14 -4 -13 -3
-14 -2 -13 -1
-14 0 -13 1
-14 2 -13 3
-14 4 -13 5
-14 6 -13 7
-14 8 -13 9
-14 10 -13 11
-14 12 -13 13
-14 14 -13 15
-14 16 -13 17
-14 18 -13 19
-14 20 -13 21
-14 22 -13 23
-14 24 -13 25
-14 26 -13 27
-14 28 -13 29
-14 30 -13 31
-14 32 -13 33
-14 34 -13 35
-14 36 -13 37
-14 38 -13 39
-14 40 -13 41
-14 42 -13 43
-14 44 -13 45
-14 46 -13 47
-14 48 -13 49
-14 50 -13 51
-14 52 -13 53
-14 54 -13 55
-14 56 -13 57
-14 58 -13 59
-14 60 -13 61
-14 62 -13 63
-14 64 -13 65
-14 66 -13 67
-14 68 -13 69
-12 -70 -11 -69
-12 -68 -11 -67
-12 -66 -11 -65
-12 -64 -11 -63
-12 -62 -11 -61
-12 -60 -11 -59
-12 -58 -11 -57
-12 -56 -11 -55
-12 -54 -11 -53
-12 -52 -11 -51
-12 -50 -11 -49
-12 -48 -11 -47
-12 -46 -11 -45
-12 -44 -11 -43
-12 -42 -11 -41
-12 -40 -11 -39
-12 -38 -11 -37
-12 -36 -11 -35
-12 -34 -11 -33
-12 -32 -11 -31
-12 -30 -11 -29
-12 -28 -11 -27
-12 -26 -11 -25
-12 -24 -11 -23
-12 -22 -11 -21
-12 -20 -11 -19
-12 -18 -11 -17
-12 -16 -11 -15
-12 -14 -11 -13
-12 -12 -11 -11
-12 -10 -11 -9
-12 -8 -11 -7
-12 -6 -11 -5
-12 -4 -11 -3
-12 -2 -11 -1
-12 0 -11 1
-12 2 -11 3
-12 4 -11 5
-12 6 -11 7
-12 8 -11 9
-12 10 -11 11
-12 12 -11 13
-12 14 -11 15
-12 16 -11 17
-12 18 -11 19
-12 20 -11 21
-12 22 -11 23
-12 24 -11 25
-12 26 -11 27
-12 28 -11 29
-12 30 -11 31
-12 32 -11 33
-12 34 -11 35
-12 36 -11 37
-12 38 -11 39
-12 40 -11 41
-12 42 -11 43
-12 44 -11 45
-12 46 -11 47
-12 48 -11 49
-12 50 -11 51
-12 52 -11 53
-12 54 -11 55
-12 56 -11 57
-12 58 -11 59
-12 60 -11 61
-12 62 -11 63
-12 64 -11 65
-12 66 -11 67
-12 68 -11 69
-10 -70 -9 -69
-10 -68 -9 -67
-10 -66 -9 -65
-10 -64 -9 -63
-10 -62 -9 -61
-10 -60 -9 -59
-10 -58 -9 -57
-10 -56 -9 -55
-10 -54 -9 -53
-10 -52 -9 -51
-10 -50 -9 -49
-10 -48 -9 -47
-10 -46 -9 -45
-10 -44 -9 -43
-10 -42 -9 -41
-10 -40 -9 -39
-10 -38 -9 -37
-10 -36 -9 -35
-10 -34 -9 -33
-10 -32 -9 -31
-10 -30 -9 -29
-10 -28 -9 -27
-10 -26 -9 -25
-10 -24 -9 -23
-10 -22 -9 -21
-10 -20 -9 -19
-10 -18 -9 -17
-10 -16 -9 -15
-10 -14 -9 -13
-10 -12 -9 -11
-10 -10 -9 -9
-10 -8 -9 -7
-10 -6 -9 -5
-10 -4 -9 -3
-10 -2 -9 -1
-10 0 -9 1
-10 2 -9 3
-10 4 -9 5
-10 6 -9 7
-10 8 -9 9
-10 10 -9 11
-10 12 -9 13
-10 14 -9 15
-10 16 -9 17
-10 18 -9 19
-10 20 -9 21
-10 22 -9 23
-10 24 -9 25
-10 26 -9 27
-10 28 -9 29
-10 30 -9 31
-10 32 -9 33
-10 34 -9 35
-10 36 -9 37
-10 38 -9 39
-10 40 -9 41
-10 42 -9 43
-10 44 -9 45
-10 46 -9 47
-10 48 -9 49
-10 50 -9 51
-10 52 -9 53
-10 54 -9 55
-10 56 -9 57
-10 58 -9 59
-10 60 -9 61
-10 62 -9 63
-10 64 -9 65
-10 66 -9 67
-10 68 -9 69
-8 -70 -7 -69
-8 -68 -7 -67
-8 -66 -7 -65
-8 -64 -7 -63
-8 -62 -7 -61
-8 -60 -7 -59
-8 -58 -7 -57
-8 -56 -7 -55
-8 -54 -7 -53
-8 -52 -7 -51
-8 -50 -7 -49
-8 -48 -7 -47
-8 -46 -7 -45
-8 -44 -7 -43
-8 -42 -7 -41
-8 -40 -7 -39
-8 -38 -7 -37
-8 -36 -7 -35
-8 -34 -7 -33
-8 -32 -7 -31
-8 -30 -7 -29
-8 -28 -7 -27
-8 -26 -7 -25
-8 -24 -7 -23
-8 -22 -7 -21
-8 -20 -7 -19
-8 -18 -7 -17
-8 -16 -7 -15
-8 -14 -7 -13
-8 -12 -7 -11
-8 -10 -7 -9
-8 -8 -7 -7
-8 -6 -7 -5
-8 -4 -7 -3
-8 -2 -7 -1
-8 0 -7 1
-8 2 -7 3
-8 4 -7 5
-8 6 -7 7
-8 8 -7 9
-8 10 -7 11
-8 12 -7 13
-8 14 -7 15
-8 16 -7 17
-8 18 -7 19
-8 20 -7 21
-8 22 -7 23
-8 24 -7 25
-8 26 -7 27
-8 28 -7 29
-8 30 -7 31
-8 32 -7 33
-8 34 -7 35
-8 36 -7 37
-8 38 -7 39
-8 40 -7 41
-8 42 -7 43
-8 44 -7 45
-8 46 -7 47
-8 48 -7 49
-8 50 -7 51
-8 52 -7 53
-8 54 -7 55
-8 56 -7 57
-8 58 -7 59
-8 60 -7 61
-8 62 -7 63
-8 64 -7 65
-8 66 -7 67
-8 68 -7 69
-6 -70 -5 -69
-6 -68 -5 -67
-6 -66 -5 -65
-6 -64 -5 -63
-6 -62 -5 -61
-6 -60 -5 -59
-6 -58 -5 -57
-6 -56 -5 -55
-6 -54 -5 -53
-6 -52 -5 -51
-6 -50 -5 -49
-6 -48 -5 -47
-6 -46 -5 -45
-6 -44 -5 -43
-6 -42 -5 -41
-6 -40 -5 -39
-6 -38 -5 -37
-6 -36 -5 -35
-6 -34 -5 -33
-6 -32 -5 -31
-6 -30 -5 -29
-6 -28 -5 -27
-6 -26 -5 -25
-6 -24 -5 -23
-6 -22 -5 -21
-6 -20 -5 -19
-6 -18 -5 -17
-6 -16 -5 -15
-6 -14 -5 -13
-6 -12 -5 -11
-6 -10 -5 -9
-6 -8 -5 -7
-6 -6 -5 -5
-6 -4 -5 -3
-6 -2 -5 -1
-6 0 -5 1
-6 2 -5 3
-6 4 -5 5
-6 6 -5 7
-6 8 -5 9
-6 10 -5 11
-6 12 -5 13
-6 14 -5 15
-6 16 -5 17
-6 18 -5 19
-6 20 -5 21
-6 22 -5 23
-6 24 -5 25
-6 26 -5 27
-6 28 -5 29
-6 30 -5 31
-6 32 -5 33
-6 34 -5 35
-6 36 -5 37
-6 38 -5 39
-6 40 -5 41
-6 42 -5 43
-6 44 -5 45
-6 46 -5 47
-6 48 -5 49
-6 50 -5 51
-6 52 -5 53
-6 54 -5 55
-6 56 -5 57
-6 58 -5 59
-6 60 -5 61
-6 62 -5 63
-6 64 -5 65
-6 66 -5 67
-6 68 -5 69
-4 -70 -3 -69
-4 -68 -3 -67
-4 -66 -3 -65
-4 -64 -3 -63
-4 -62 -3 -61
-4 -60 -3 -59
-4 -58 -3 -57
-4 -56 -3 -55
-4 -54 -3 -53
-4 -52 -3 -51
-4 -50 -3 -49
-4 -48 -3 -47
-4 -46 -3 -45
-4 -44 -3 -43
-4 -42 -3 -41
-4 -40 -3 -39
-4 -38 -3 -37
-4 -36 -3 -35
-4 -34 -3 -33
-4 -32 -3 -31
-4 -30 -3 -29
-4 -28 -3 -27
-4 -26 -3 -25
-4 -24 -3 -23
-4 -22 -3 -21
-4 -20 -3 -19
-4 -18 -3 -17
-4 -16 -3 -15
-4 -14 -3 -13
-4 -12 -3 -11
-4 -10 -3 -9
-4 -8 -3 -7
-4 -6 -3 -5
-4 -4 -3 -3
-4 -2 -3 -1
-4 0 -3 1
-4 2 -3 3
-4 4 -3 5
-4 6 -3 7
-4 8 -3 9
-4 10 -3 11
-4 12 -3 13
-4 14 -3 15
-4 16 -3 17
-4 18 -3 19
-4 20 -3 21
-4 22 -3 23
-4 24 -3 25
-4 26 -3 27
-4 28 -3 29
-4 30 -3 31
-4 32 -3 33
-4 34 -3 35
-4 36 -3 37
-4 38 -3 39
-4 40 -3 41
-4 42 -3 43
-4 44 -3 45
-4 46 -3 47
-4 48 -3 49
-4 50 -3 51
-4 52 -3 53
-4 54 -3 55
-4 56 -3 57
-4 58 -3 59
-4 60 -3 61
-4 62 -3 63
-4 64 -3 65
-4 66 -3 67
-4 68 -3 69
-2 -70 -1 -69
-2 -68 -1 -67
-2 -66 -1 -65
-2 -64 -1 -63
-2 -62 -1 -61
-2 -60 -1 -59
-2 -58 -1 -57
-2 -56 -1 -55
-2 -54 -1 -53
-2 -52 -1 -51
-2 -50 -1 -49
-2 -48 -1 -47
-2 -46 -1 -45
-2 -44 -1 -43
-2 -42 -1 -41
-2 -40 -1 -39
-2 -38 -1 -37
-2 -36 -1 -35
-2 -34 -1 -33
-2 -32 -1 -31
-2 -30 -1 -29
-2 -28 -1 -27
-2 -26 -1 -25
-2 -24 -1 -23
-2 -22 -1 -21
-2 -20 -1 -19
-2 -18 -1 -17
-2 -16 -1 -15
-2 -14 -1 -13
-2 -12 -1 -11
-2 -10 -1 -9
-2 -8 -1 -7
-2 -6 -1 -5
-2 -4 -1 -3
-2 -2 -1 -1
-2 0 -1 1
-2 2 -1 3
-2 4 -1 5
-2 6 -1 7
-2 8 -1 9
-2 10 -1 11
-2 12 -1 13
-2 14 -1 15
-2 16 -1 17
-2 18 -1 19
-2 20 -1 21
-2 22 -1 23
-2 24 -1 25
-2 26 -1 27
-2 28 -1 29
-2 30 -1 31
-2 32 -1 33
-2 34 -1 35
-2 36 -1 37
-2 38 -1 39
-2 40 -1 41
-2 42 -1 43
-2 44 -1 45
-2 46 -1 47
-2 48 -1 49
-2 50 -1 51
-2 52 -1 53
-2 54 -1 55
-2 56 -1 57
-2 58 -1 59
-2 60 -1 61
-2 62 -1 63
-2 64 -1 65
-2 66 -1 67
-2 68 -1 69
0 -70 1 -69
0 -68 1 -67
0 -66 1 -65
0 -64 1 -63
0 -62 1 -61
0 -60 1 -59
0 -58 1 -57
0 -56 1 -55
0 -54 1 -53
0 -52 1 -51
0 -50 1 -49
0 -48 1 -47
0 -46 1 -45
0 -44 1 -43
0 -42 1 -41
0 -40 1 -39
0 -38 1 -37
0 -36 1 -35
0 -34 1 -33
0 -32 1 -31
0 -30 1 -29
0 -28 1 -27
0 -26 1 -25
0 -24 1 -23
0 -22 1 -21
0 -20 1 -19
0 -18 1 -17
0 -16 1 -15
0 -14 1 -13
0 -12 1 -11
